GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),
Sat Aug 03 15:05:27 GMT-05:00 2024,03-ago-2024 15:05:27.770,-74.10498009994626,4.605180588550866,0.9359999408721933,7.0,2583.0,333.79998779296875,-0.09,0.62,0.68,
Sat Aug 03 15:05:28 GMT-05:00 2024,03-ago-2024 15:05:28.764,-74.10497523844242,4.60517568513751,0.575999971866608,6.5,2584.0,333.79998779296875,-0.03,0.55,0.72,
Sat Aug 03 15:05:29 GMT-05:00 2024,03-ago-2024 15:05:29.764,-74.10498236306012,4.605177151970565,0.9359999408721933,6.0,2585.0,333.79998779296875,-0.02,0.57,0.72,
Sat Aug 03 15:05:30 GMT-05:00 2024,03-ago-2024 15:05:30.763,-74.10498068667948,4.605176649056375,0.0,5.5,2585.0,0.0,-0.06,0.6,0.69,
Sat Aug 03 15:05:31 GMT-05:00 2024,03-ago-2024 15:05:31.765,-74.10497691482306,4.6051694406196475,2.591999819755557,4.5,2586.0,333.79998779296875,-0.04,0.59,0.7,
Sat Aug 03 15:05:32 GMT-05:00 2024,03-ago-2024 15:05:33.290,-74.1049762442708,4.605169356800616,0.0,4.5,2586.0,0.0,-0.16,0.62,0.63,
Sat Aug 03 15:05:33 GMT-05:00 2024,03-ago-2024 15:05:34.290,-74.10496970638633,4.605159885250032,2.7719998579025287,4.0,2587.0,333.79998779296875,-0.1,0.59,0.68,
Sat Aug 03 15:05:34 GMT-05:00 2024,03-ago-2024 15:05:35.291,-74.10497448407114,4.605164579115808,1.6559998788833639,4.0,2587.0,333.79998779296875,-0.12,0.6,0.67,
Sat Aug 03 15:05:35 GMT-05:00 2024,03-ago-2024 15:05:36.291,-74.1049796808511,4.60516294464469,1.0439999423027047,3.5,2587.0,333.79998779296875,-0.37,0.48,0.64,
Sat Aug 03 15:05:36 GMT-05:00 2024,03-ago-2024 15:05:37.293,-74.10498345270753,4.60516273509711,0.0,3.5,2587.0,0.0,-0.04,0.45,0.78,
Sat Aug 03 15:05:37 GMT-05:00 2024,03-ago-2024 15:05:38.292,-74.10499225370586,4.605166548863053,2.9879998607635514,3.5,2587.0,333.79998779296875,-0.02,0.43,0.78,
Sat Aug 03 15:05:38 GMT-05:00 2024,03-ago-2024 15:05:39.291,-74.10498973913491,4.605165584944189,0.0,3.0,2587.0,0.0,-0.39,0.59,0.55,
