GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),
Sat Dec 28 09:57:03 GMT-05:00 2024,28-dic-2024 09:57:03.521,-73.61146763898432,4.18058245908469,63.25199722576144,2.5,427.0,45.0,0.09,0.9,0.33,
Sat Dec 28 09:57:04 GMT-05:00 2024,28-dic-2024 09:57:04.520,-73.6113568302244,4.180694650858641,62.567995321273884,2.5,426.0,45.599998474121094,0.09,0.89,0.28,
Sat Dec 28 09:57:05 GMT-05:00 2024,28-dic-2024 09:57:05.520,-73.61124384216964,4.180802819319069,62.06399753189089,2.5,425.0,46.20000076293945,0.08,0.88,0.3,
Sat Dec 28 09:57:06 GMT-05:00 2024,28-dic-2024 09:57:06.520,-73.61113026738167,4.180908389389515,61.127996732711836,2.5,425.0,46.599998474121094,0.1,0.89,0.27,
Sat Dec 28 09:57:08 GMT-05:00 2024,28-dic-2024 09:57:08.521,-73.61091015860438,4.181119906716049,60.58799812030793,2.5,425.0,46.79999923706055,0.07,0.89,0.31,
Sat Dec 28 09:57:09 GMT-05:00 2024,28-dic-2024 09:57:09.522,-73.61080111004412,4.181221537292004,58.57200009632106,2.5,424.0,47.099998474121094,0.08,0.89,0.28,
Sat Dec 28 09:57:10 GMT-05:00 2024,28-dic-2024 09:57:10.523,-73.61069398932159,4.181322664953768,59.00399623966223,2.5,424.0,46.099998474121094,0.08,0.88,0.3,
Sat Dec 28 09:57:11 GMT-05:00 2024,28-dic-2024 09:57:11.522,-73.61058787442744,4.18142240960151,58.46399762725832,2.5,423.0,47.0,0.08,0.88,0.3,
Sat Dec 28 09:57:12 GMT-05:00 2024,28-dic-2024 09:57:12.523,-73.61048251390457,4.181522405706346,57.131998074531566,2.5,422.0,46.20000076293945,0.07,0.91,0.3,
Sat Dec 28 09:57:13 GMT-05:00 2024,28-dic-2024 09:57:13.523,-73.61038167960942,4.181620264425874,56.123995629310684,2.5,422.0,45.29999923706055,0.07,0.9,0.3,
Sat Dec 28 09:57:14 GMT-05:00 2024,28-dic-2024 09:57:14.523,-73.61028302460909,4.181717201136053,55.58399701690678,2.5,421.0,46.29999923706055,0.09,0.89,0.28,
Sat Dec 28 09:57:15 GMT-05:00 2024,28-dic-2024 09:57:15.523,-73.61018495634198,4.181811707094312,54.53999718189243,2.5,421.0,46.0,0.08,0.92,0.25,
Sat Dec 28 09:57:16 GMT-05:00 2024,28-dic-2024 09:57:16.523,-73.61008630134165,4.181905877776444,54.863997722625754,2.5,421.0,46.099998474121094,0.07,0.91,0.25,
Sat Dec 28 09:57:17 GMT-05:00 2024,28-dic-2024 09:57:17.523,-73.60998739488423,4.1820020182058215,55.655998662948605,2.5,421.0,46.20000076293945,0.04,0.85,0.24,
Sat Dec 28 09:57:18 GMT-05:00 2024,28-dic-2024 09:57:18.524,-73.6098855547607,4.1820980329066515,54.89999854564667,2.5,420.0,46.099998474121094,0.09,0.93,0.3,
Sat Dec 28 09:57:19 GMT-05:00 2024,28-dic-2024 09:57:19.524,-73.60978270880878,4.182195095345378,55.22399565315254,2.5,420.0,46.29999923706055,0.11,0.98,0.32,
Sat Dec 28 09:57:20 GMT-05:00 2024,28-dic-2024 09:57:20.526,-73.6096831317991,4.182291864417493,55.655998662948605,2.5,420.0,46.5,0.08,0.91,0.31,
Sat Dec 28 09:57:21 GMT-05:00 2024,28-dic-2024 09:57:21.525,-73.60958087258041,4.182389471679926,55.69199605274207,2.5,420.0,46.400001525878906,0.09,0.9,0.32,
Sat Dec 28 09:57:22 GMT-05:00 2024,28-dic-2024 09:57:22.524,-73.60948028974235,4.1824856121093035,55.40399633502966,2.5,420.0,46.20000076293945,0.08,0.86,0.27,
Sat Dec 28 09:57:23 GMT-05:00 2024,28-dic-2024 09:57:23.524,-73.6093794554472,4.182581501081586,55.04399840450287,2.5,420.0,45.900001525878906,0.08,0.88,0.26,
Sat Dec 28 09:57:24 GMT-05:00 2024,28-dic-2024 09:57:24.523,-73.60927660949528,4.182677641510963,56.19599727535251,2.5,421.0,47.599998474121094,0.09,0.94,0.29,
Sat Dec 28 09:57:25 GMT-05:00 2024,28-dic-2024 09:57:25.524,-73.60917527228594,4.182776380330324,55.943998380661014,2.5,422.0,46.79999923706055,0.07,0.88,0.27,
Sat Dec 28 09:57:26 GMT-05:00 2024,28-dic-2024 09:57:26.524,-73.60907720401883,4.182871137745678,53.74799624156958,3.0,422.0,47.0,0.1,0.92,0.27,
Sat Dec 28 09:57:27 GMT-05:00 2024,28-dic-2024 09:57:27.525,-73.60897611826658,4.182962374761701,54.61199882793426,2.5,422.0,47.400001525878906,0.08,0.89,0.29,
